time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2024-09-14T19:49:32.310Z,-4.6881,101.8316,40.862,4.4,mb,29,155,1.167,0.9,us,us7000ndue,2024-09-14T21:45:53.040Z,"109 km SSW of Bengkulu, Indonesia",earthquake,10.64,8.663,0.126,18,reviewed,us,us
2024-09-14T19:40:57.795Z,38.4694,142.1149,44.186,4.7,mb,52,135,2.455,0.65,us,us7000nduc,2024-09-14T21:36:53.040Z,"58 km E of Onagawa Chō, Japan",earthquake,9.71,7.539,0.073,58,reviewed,us,us
2024-09-14T19:05:17.900Z,19.7298,-64.5918,35,3.88,md,13,277,1.315,0.15,pr,pr2024258000,2024-09-14T21:11:21.040Z,"156 km N of Cruz Bay, U.S. Virgin Islands",earthquake,1.21,11.73,0.09,6,reviewed,pr,pr
2024-09-14T18:47:43.889Z,42.7998,7.2282,10.133,4.3,mb,40,96,3.027,0.78,us,us7000ndu7,2024-09-15T10:25:28.486Z,"68 km SE of Ramatuelle, France",earthquake,3.44,4.664,0.129,20,reviewed,us,us
2024-09-14T18:38:13.128Z,67.9967,-151.464,0,2.8,ml,,,,0.85,ak,ak024buzlij8,2024-09-14T20:31:22.040Z,"19 km SE of Anaktuvuk Pass, Alaska",earthquake,,0.3,,,automatic,ak,ak
2024-09-14T18:21:42.777Z,29.9671,82.1727,17.214,4.4,mb,28,83,3.476,0.75,us,us7000ndu2,2024-09-14T20:17:51.040Z,"76 km N of Jumla, Nepal",earthquake,8.24,5.05,0.117,22,reviewed,us,us
2024-09-14T17:04:56.977Z,31.643,-104.462,8.1506,2.7,ml,31,67,0,0.2,tx,tx2024scwe,2024-09-17T15:02:57.040Z,"59 km S of Whites City, New Mexico",earthquake,0.6673119625366069,0.7650415439372733,0.1,35,reviewed,tx,tx
2024-09-14T17:03:13.564Z,31.652,-104.456,6.8689,2.8,ml,16,86,0,0.2,tx,tx2024scwd,2024-09-17T14:32:50.040Z,"58 km S of Whites City, New Mexico",earthquake,1.285659491763349,0.8962796156789615,0.1,15,reviewed,tx,tx
2024-09-14T17:01:06.539Z,31.653,-104.447,6.2024,3.9,ml,38,65,0,0.1,tx,tx2024scvz,2024-09-17T14:47:06.218Z,"58 km S of Whites City, New Mexico",earthquake,0.8512531211401291,0.6466603749756175,0.2,51,reviewed,tx,tx
2024-09-14T16:48:28.063Z,54.7076,-156.7454,10,3.4,ml,16,228,1.99,0.48,us,us7000ndt9,2024-09-14T19:16:15.040Z,"202 km SE of Perryville, Alaska",earthquake,7.02,1.983,0.081,20,reviewed,us,us
2024-09-14T15:08:28.642Z,59.4979,-136.3231,0.1,2.6,ml,,,,0.94,ak,ak024buxmtf4,2024-09-14T19:00:37.040Z,"13 km WSW of Mosquito Lake, Alaska",earthquake,,0.3,,,automatic,ak,ak
2024-09-14T14:33:42.451Z,54.6985,-156.8246,0.9,4.3,ml,,,,0.6,ak,ak024bux6req,2024-09-27T15:33:33.040Z,"199 km SE of Perryville, Alaska",earthquake,,1.6,,,reviewed,ak,ak
2024-09-14T14:05:50.165Z,54.4154,-159.6244,50.425,3.2,mb,40,207,1.492,0.99,us,us7000ndsq,2024-09-27T15:35:41.040Z,"116 km SSE of Sand Point, Alaska",earthquake,3.17,16.627,0.278,3,reviewed,us,us
2024-09-14T11:41:32.523Z,13.0321,144.1907,10,5.5,mww,64,59,2.684,0.84,us,us7000ndsf,2024-10-06T11:51:41.107Z,"57 km WSW of Merizo Village, Guam",earthquake,4.42,1.871,0.056,31,reviewed,us,us
2024-09-14T11:25:00.168Z,66.4124,-162.1792,10.187,2.5,ml,26,114,1.189,0.54,us,us7000nds9,2024-09-18T05:16:57.040Z,"44 km NNE of Deering, Alaska",earthquake,4.48,6.582,0.06,36,reviewed,us,us
2024-09-14T11:02:51.640Z,18.1255,-67.3996666666667,8.83,2.73,md,11,284,0.2589,0.26,pr,pr71460018,2024-09-14T11:34:33.010Z,"23 km WNW of Puerto Real, Puerto Rico",earthquake,0.96,0.89,0.0223505694440869,4,reviewed,pr,pr
2024-09-14T10:56:45.448Z,6.213,92.2149,10,4.9,mb,59,139,4.809,0.78,us,us7000nds7,2024-10-06T12:13:29.040Z,"Nicobar Islands, India region",earthquake,10.33,1.894,0.071,62,reviewed,us,us
2024-09-14T10:10:48.680Z,18.2541666666667,-67.9168333333333,98.22,3.33,md,9,184,0.5112,0.27,pr,pr71460008,2024-09-14T11:32:02.340Z,"62 km SE of Punta Cana, Dominican Republic",earthquake,3.69,1.63,0.226466226802772,6,reviewed,pr,pr
2024-09-14T09:38:33.760Z,17.6105,-67.9448333333333,52.47,3.35,md,11,233,0.8878,0.15,pr,pr71459993,2024-09-14T10:17:07.400Z,"90 km WSW of Pole Ojea, Puerto Rico",earthquake,1.59,3.74,0.128067611809852,10,reviewed,pr,pr
2024-09-14T08:02:35.945Z,-32.3495,-71.6457,59.348,4.3,mb,28,156,0.646,0.39,us,us7000ndrp,2024-10-06T06:31:17.040Z,"40 km WNW of La Ligua, Chile",earthquake,4.58,6.878,0.161,11,reviewed,us,us
2024-09-14T07:26:29.920Z,17.5858333333333,-67.9271666666667,36.31,3.38,md,11,262,0.8841,0.25,pr,pr71459978,2024-09-14T07:47:24.660Z,"89 km WSW of Pole Ojea, Puerto Rico",earthquake,1.7,8.13,0.123417764547712,9,reviewed,pr,pr
2024-09-14T06:37:50.861Z,62.9334,-151.2784,110.4,2.8,ml,,,,0.5,ak,ak024busg6ft,2024-10-06T06:25:56.040Z,"55 km NNW of Petersville, Alaska",earthquake,,0.6,,,automatic,ak,ak
2024-09-14T06:34:37.731Z,-18.2171,-177.995,617.579,4.3,mb,53,80,3.889,0.51,us,us7000ndre,2024-10-06T05:40:50.040Z,"284 km E of Levuka, Fiji",earthquake,15.7,9.647,0.078,46,reviewed,us,us
2024-09-14T05:50:18.153Z,41.3852,-106.751,10.062,3.4,ml,13,111,0.782,0.33,us,us7000ndr6,2024-10-06T05:32:18.002Z,"9 km SSE of Saratoga, Wyoming",earthquake,2.51,7.953,0.034,114,reviewed,us,us
2024-09-14T04:55:00.398Z,43.3642,-126.908,10,2.8,ml,21,274,1.578,0.99,us,us7000ndr0,2024-09-14T22:19:14.365Z,"204 km W of Bandon, Oregon",earthquake,8.85,2.015,0.037,98,reviewed,us,us
2024-09-14T04:46:07.123Z,42.7119,142.6005,110.211,4.4,mb,60,94,0.809,0.6,us,us7000ndqy,2024-09-14T05:18:49.040Z,"35 km SSE of Shimukappu, Japan",earthquake,7.96,5.219,0.066,67,reviewed,us,us
2024-09-14T04:37:05.112Z,28.53,-98.477,6.6895,2.5,ml,30,82,0.1,0.3,tx,tx2024sbxm,2024-09-17T02:27:38.101Z,"10 km NE of Tilden, Texas",earthquake,1.240625390419283,2.080515874090747,0.1,21,reviewed,tx,tx
2024-09-14T04:34:51.470Z,37.4308333333333,-118.480166666667,-1.2,2.7,md,37,72,0.1321,0.05,nc,nc75061606,2024-09-14T22:43:45.040Z,"8 km NW of Dixon Lane-Meadow Creek, CA",earthquake,0.23,0.57,0.156,42,reviewed,nc,nc
2024-09-14T03:51:06.392Z,31.674,-104.424,6.6638,2.6,ml,31,65,0,0.1,tx,tx2024sbvx,2024-09-16T17:15:23.087Z,"55 km S of Whites City, New Mexico",earthquake,0.6626150768062447,0.6250230237381622,0.2,48,reviewed,tx,tx
2024-09-14T03:20:32.305Z,-34.2363,-178.9524,10,5,mb,35,79,3.995,0.79,us,us7000ndqm,2024-09-14T03:45:49.040Z,"south of the Kermadec Islands",earthquake,10.7,1.83,0.111,33,reviewed,us,us
2024-09-14T03:08:01.343Z,11.0748,138.7083,10,4.7,mb,28,126,13.645,0.7,us,us7000ndqz,2024-09-14T12:26:48.772Z,"183 km NNE of Colonia, Micronesia",earthquake,14.81,1.894,0.104,28,reviewed,us,us
2024-09-14T02:27:46.739Z,40.3411,-127.0683,10,2.9,ml,25,268,2.253,0.73,us,us7000ndq7,2024-09-14T02:40:26.040Z,"239 km W of Ferndale, California",earthquake,11.35,2.024,0.05,52,reviewed,us,us
2024-09-14T02:03:00.796Z,-15.2992,168.1535,12.264,5.1,mww,54,101,6.389,0.8,us,us7000ndq3,2024-10-08T12:06:51.040Z,"109 km ENE of Luganville, Vanuatu",earthquake,8.22,4.875,0.11,8,reviewed,us,us
2024-09-14T01:31:07.648Z,-8.8371,115.4638,115.533,4.6,mb,21,74,1.347,0.84,us,us7000ndpv,2024-09-21T11:23:59.131Z,"25 km E of Nusa Dua, Indonesia",earthquake,7.91,7.391,0.141,16,reviewed,us,us
2024-09-13T23:59:34.961Z,23.9365,123.3157,39.742,4.9,mb,100,88,0.597,0.65,us,us7000ndpm,2024-10-07T23:20:57.524Z,"66 km SSE of Yonakuni, Japan",earthquake,5.09,5.801,0.066,73,reviewed,us,us
2024-09-13T23:34:07.960Z,34.0511667,-118.8055,11.51,2.54,ml,105,95,0.02504,0.23,ci,ci40733215,2024-10-07T22:20:38.040Z,"5 km N of Malibu, CA",earthquake,0.17,0.22,0.148,24,reviewed,ci,ci
2024-09-13T23:03:40.794Z,29.8062,130.9105,26.133,5.7,mww,303,18,1.743,0.48,us,us7000ndp6,2024-10-07T18:10:05.023Z,"59 km SE of Koshima, Japan",earthquake,6.41,3.426,0.048,42,reviewed,us,us
2024-09-13T22:15:47.900Z,37.4098333333333,-121.759166666667,9.33,3.37,ml,167,30,0.05207,0.12,nc,nc75061501,2024-10-07T04:10:12.040Z,"8 km ENE of Alum Rock, CA",earthquake,0.09,0.26,0.194,125,reviewed,nc,nc
2024-09-13T22:01:47.977Z,17.8693,119.7185,10,4.7,mb,72,113,5.086,0.7,us,us7000ndp1,2024-10-07T02:38:00.040Z,"71 km WNW of Puro Pinget, Philippines",earthquake,11.66,1.885,0.072,58,reviewed,us,us
2024-09-13T22:00:03.171Z,-9.1722,110.332,35,4.7,mb,62,48,2.112,0.71,us,us7000ndns,2024-10-07T02:26:15.040Z,"134 km S of Pundong, Indonesia",earthquake,3.14,1.86,0.079,49,reviewed,us,us
2024-09-13T21:59:29.816Z,39.8938,141.2935,93.136,4.4,mb,28,164,0.912,0.83,us,us7000ndnt,2024-10-07T02:12:40.040Z,"14 km E of Hachimantai, Japan",earthquake,4.26,8.604,0.148,14,reviewed,us,us
2024-09-13T21:21:09.216Z,13.0997,-89.9087,35,4.9,mww,141,149,0.71,0.79,us,us7000ndnm,2024-10-07T02:05:54.807Z,"55 km S of Acajutla, El Salvador",earthquake,4.86,1.917,0.061,26,reviewed,us,us
2024-09-13T20:46:40.191Z,47.0477,152.8778,66.729,4.4,mb,84,164,6.812,0.53,us,us7000ndnb,2024-09-13T21:58:34.040Z,"Kuril Islands",earthquake,10.93,7.844,0.065,72,reviewed,us,us
2024-09-13T18:51:47.774Z,-6.4131,148.7031,77.104,4.7,mb,82,106,3.342,0.81,us,us7000ndmk,2024-09-13T19:33:25.040Z,"96 km E of Finschhafen, Papua New Guinea",earthquake,8.82,7.029,0.066,75,reviewed,us,us
2024-09-13T18:29:54.200Z,31.5125,86.5605,17.731,4.9,mb,116,35,3.864,0.65,us,us7000ndmh,2024-09-14T18:42:14.671Z,"274 km NNE of Saga, China",earthquake,9.07,4.046,0.051,129,reviewed,us,us
2024-09-13T18:25:44.230Z,17.8995,-66.846,10.3,2.71,md,4,236,0.2011,0.04,pr,pr71459953,2024-09-13T19:00:09.390Z,"9 km SSE of Maria Antonia, Puerto Rico",earthquake,0.95,4.2,0.117808718070105,3,reviewed,pr,pr
2024-09-13T17:32:15.692Z,41.2202,78.3458,13.745,4.4,mb,58,128,0.651,0.97,us,us7000ndlx,2024-09-13T21:45:42.040Z,"127 km SSE of Kyzyl-Suu, Kyrgyzstan",earthquake,4.06,4.479,0.083,44,reviewed,us,us
2024-09-13T17:31:24.012Z,4.9502,126.7695,64.535,4.7,mb,100,83,2.416,0.65,us,us7000ndlv,2024-09-13T19:00:10.040Z,"153 km ESE of Sarangani, Philippines",earthquake,7.98,7.326,0.056,104,reviewed,us,us
2024-09-13T17:19:49.577Z,-9.2629,110.3796,35,4.6,mb,72,57,2.2,1.02,us,us7000ndlt,2024-09-13T18:10:46.040Z,"145 km S of Pundong, Indonesia",earthquake,6.31,1.899,0.07,69,reviewed,us,us
2024-09-13T15:15:10.396Z,-13.4652,-74.7429,88.926,4.8,mb,31,131,2.52,0.94,us,us7000ndl4,2024-09-27T15:38:32.040Z,"28 km NW of Vilcanchos, Peru",earthquake,10.03,8.12,0.045,155,reviewed,us,us
2024-09-13T12:27:23.480Z,33.6788,85.299,10,4.6,mb,51,92,5.86,0.82,us,us7000ndi0,2024-10-07T02:09:31.040Z,"western Xizang",earthquake,10.15,1.905,0.097,32,reviewed,us,us
2024-09-13T12:21:51.010Z,35.9986666666667,-120.562833333333,4.37,2.63,md,64,41,0.0223,0.14,nc,nc75061326,2024-09-17T19:10:05.260Z,"16 km NW of Parkfield, CA",earthquake,0.19,0.22,0.088,66,reviewed,nc,nc
2024-09-13T11:56:39.410Z,34.0613333,-118.8083333,10.95,3.23,ml,131,88,0.03137,0.26,ci,ci40732519,2024-10-07T02:17:10.040Z,"6 km N of Malibu, CA",earthquake,0.19,0.29,0.166,331,reviewed,ci,ci
2024-09-13T11:35:48.431Z,37.6939,-117.0551,11.7,2.6,ml,21,101.00999999999999,0.26,0.1739,nn,nn00884624,2024-10-07T11:38:31.040Z,"16 km E of Goldfield, Nevada",earthquake,,1.4,0.37,13,reviewed,nn,nn
2024-09-13T11:14:54.405Z,60.7066,-152.827,126.9,3.3,ml,,,,0.49,ak,ak024bt7r2py,2024-10-07T02:19:56.040Z,"83 km W of Salamatof, Alaska",earthquake,,0.5,,,automatic,ak,ak
2024-09-13T10:01:08.259Z,33.7848,82.1484,10,4.6,mb,81,73,6.544,0.77,us,us7000ndhb,2024-09-13T11:10:13.040Z,"297 km S of Aqqan, China",earthquake,2.94,1.862,0.073,60,reviewed,us,us
2024-09-13T09:48:46.240Z,-18.0215,-178.609,617.128,4.4,mb,34,66,3.191,0.87,us,us7000ndh8,2024-09-15T09:41:23.040Z,"219 km E of Levuka, Fiji",earthquake,15.55,11.148,0.112,23,reviewed,us,us
2024-09-13T09:22:52.518Z,11.6975,95.0257,10,4.7,mb,72,57,4.726,0.68,us,us7000ndh5,2024-09-13T10:40:42.040Z,"248 km E of Port Blair, India",earthquake,8.64,1.847,0.074,56,reviewed,us,us
2024-09-13T09:12:00.670Z,48.48883333333333,-119.984,-0.37,2.56,ml,35,102,0.09452,0.42,uw,uw62037567,2024-09-15T09:10:52.040Z,"14 km E of Winthrop, Washington",earthquake,0.64,1.64,0.1686362149908538,27,reviewed,uw,uw
2024-09-13T08:23:57.459Z,-35.1626,-179.3358,13.248,5,mww,30,59,3.059,0.96,us,us7000ndgu,2024-10-01T12:26:15.040Z,"east of the North Island of New Zealand",earthquake,13.53,5.678,0.075,17,reviewed,us,us
2024-09-13T07:49:50.957Z,21.6136,143.7938,190.411,4.5,mb,50,115,5.651,0.92,us,us7000ndgn,2024-09-13T08:23:52.040Z,"Mariana Islands region",earthquake,11.76,8.461,0.071,58,reviewed,us,us
2024-09-13T06:33:49.388Z,4.5327,126.5069,79.356,5.1,mb,72,80,2.684,1.12,us,us7000ndg9,2024-09-13T06:50:46.040Z,"150 km SE of Sarangani, Philippines",earthquake,8.4,6.636,0.067,73,reviewed,us,us
2024-09-13T04:59:32.957Z,23.9065,121.7356,23.768,4.6,mb,51,78,0.651,0.76,us,us7000ndfw,2024-09-13T06:01:37.040Z,"15 km ESE of Hualien City, Taiwan",earthquake,2.45,5.293,0.096,32,reviewed,us,us
2024-09-13T04:23:23.480Z,17.971,-66.8295,13.9,2.92,md,20,164,0.05793,0.2,pr,pr71459908,2024-09-13T04:36:13.140Z,"2 km SSW of Indios, Puerto Rico",earthquake,0.51,0.3,0.134011079121643,7,reviewed,pr,pr
2024-09-13T04:05:56.855Z,-24.0213,-66.8655,196.523,4.3,mb,24,73,2.728,0.64,us,us7000ndfn,2024-09-13T21:18:30.040Z,"59 km WNW of San Antonio de los Cobres, Argentina",earthquake,10.23,10.411,0.168,10,reviewed,us,us
2024-09-13T02:42:20.449Z,-6.3182,130.4268,146.461,4.4,mb,28,104,1.858,0.74,us,us7000ndfg,2024-09-13T03:07:40.040Z,"268 km WSW of Tual, Indonesia",earthquake,11.09,8.591,0.117,21,reviewed,us,us
2024-09-13T02:03:01.744Z,-24.0842,-67.0799,185.421,4.5,mb,25,69,2.524,0.58,us,us7000ndf6,2024-09-13T02:18:38.040Z,"78 km W of San Antonio de los Cobres, Argentina",earthquake,4.96,11.432,0.15,13,reviewed,us,us
2024-09-13T00:11:03.614Z,15.5964,-94.4815,45.245,4.3,mb,24,178,2.356,0.4,us,us7000ndeg,2024-09-13T05:17:37.040Z,"72 km SSE of San Francisco del Mar Viejo, Mexico",earthquake,9.32,15.709,0.07,57,reviewed,us,us
2024-09-12T23:51:25.685Z,-22.5521,-68.5046,106.858,4.7,mb,69,48,0.998,0.49,us,us7000ndee,2024-09-13T05:08:01.040Z,"44 km ESE of Calama, Chile",earthquake,5.92,7.292,0.079,50,reviewed,us,us
2024-09-12T23:48:14.614Z,30.9497,141.3197,20.975,5.2,mb,109,27,2.509,0.7,us,us7000nded,2024-09-30T12:23:56.040Z,"Izu Islands, Japan region",earthquake,8.2,3.857,0.03,376,reviewed,us,us
2024-09-12T23:40:04.240Z,19.1845,-155.497666666667,33.72,2.85,ml,55,89,0.04435,0.12,hv,hv74454831,2024-09-13T04:14:37.040Z,"2 km SW of Pāhala, Hawaii",earthquake,0.44,0.49,0.193718857598709,42,reviewed,hv,hv
2024-09-12T23:27:20.609Z,-8.0941,-77.8491,57.734,4.5,mb,39,132,3.994,0.51,us,us7000nde8,2024-09-13T03:31:51.040Z,"15 km WSW of Sitabamba, Peru",earthquake,8.94,9.415,0.112,23,reviewed,us,us
2024-09-12T23:09:52.170Z,33.2446667,-116.1238333,11.4,2.89,ml,98,22,0.09612,0.2,ci,ci40732199,2024-09-13T01:55:51.040Z,"11 km N of Ocotillo Wells, CA",earthquake,0.12,0.31,0.181,25,automatic,ci,ci
2024-09-12T22:35:27.650Z,18.9061666666667,-67.3461666666667,7.53,3.39,md,23,183,0.4512,0.68,pr,pr71459883,2024-09-13T01:48:20.040Z,"52 km NNW of San Antonio, Puerto Rico",earthquake,1.56,1.99,0.128276103289053,11,reviewed,pr,pr
2024-09-12T22:06:45.684Z,17.8635,119.6665,18.166,4.7,mb,45,114,5.104,0.58,us,us7000nddg,2024-09-13T01:44:00.040Z,"76 km WNW of Puro Pinget, Philippines",earthquake,9.68,4.352,0.065,71,reviewed,us,us
2024-09-12T22:04:17.336Z,31.7488,85.2827,10,4.4,mb,42,103,3.935,0.67,us,us7000nddf,2024-09-13T01:33:26.040Z,"268 km N of Saga, China",earthquake,10.69,1.922,0.102,28,reviewed,us,us
2024-09-12T21:57:56.060Z,18.9311666666667,-67.3798333333333,20.74,3.35,md,8,333,0.5268,0.1,pr,pr71459873,2024-09-12T22:23:55.810Z,"56 km NNW of San Antonio, Puerto Rico",earthquake,1.1,31.61,0.127886440022807,7,reviewed,pr,pr
2024-09-12T21:30:50.140Z,18.8916666666667,-67.2955,8.59,3.29,md,12,231,0.4567,0.24,pr,pr71459868,2024-09-12T21:51:40.070Z,"48 km NNW of San Antonio, Puerto Rico",earthquake,1.22,0.88,0.243026747428668,6,reviewed,pr,pr
2024-09-12T21:07:06.516Z,11.6268,-85.9199,163.008,4.3,mb,25,156,0.61,0.64,us,us7000ndd6,2024-09-13T01:28:16.040Z,"14 km NNW of Belén, Nicaragua",earthquake,8.56,5.68,0.188,8,reviewed,us,us
2024-09-12T20:28:36.797Z,-22.427,173.4615,50.601,4.6,mb,36,133,5.564,0.5,us,us7000ndg6,2024-09-27T16:17:41.040Z,"southeast of the Loyalty Islands",earthquake,6.67,7.217,0.107,26,reviewed,us,us
2024-09-12T20:05:18.830Z,47.58116666666667,-123.998,21.48,2.65,ml,25,77,0.07892,0.38,uw,uw62037367,2024-09-27T16:36:59.040Z,"15 km NNW of Amanda Park, Washington",earthquake,0.76,1.24,0.09390456352268761,13,reviewed,uw,uw
2024-09-12T19:23:57.195Z,-5.4802,146.951,190.247,4.6,mb,58,92,3.439,0.6,us,us7000ndcl,2024-09-27T16:05:18.128Z,"132 km ESE of Madang, Papua New Guinea",earthquake,4.68,7.177,0.075,53,reviewed,us,us
2024-09-12T18:59:00.531Z,-34.7322,-179.0779,10,4.7,mb,27,168,3.529,1.02,us,us7000ndcj,2024-09-27T15:57:15.040Z,"south of the Kermadec Islands",earthquake,10.02,1.938,0.123,20,reviewed,us,us
2024-09-12T18:00:45.215Z,-17.8824,-178.523,589.344,4.4,mb,54,120,3.265,0.92,us,us7000ndc7,2024-09-27T15:49:29.040Z,"229 km E of Levuka, Fiji",earthquake,13.38,8.653,0.072,56,reviewed,us,us
2024-09-12T16:37:32.300Z,34.0535,-118.8033333,11.02,3.43,ml,111,92,0.02408,0.29,ci,ci40731847,2024-09-22T14:25:47.040Z,"5 km N of Malibu, CA",earthquake,0.24,0.35,0.161,236,reviewed,ci,ci
2024-09-12T16:16:29.278Z,51.4757,-177.1008,52.621,3.1,ml,19,202,0.298,0.17,us,us7000ndbu,2024-09-22T14:22:49.040Z,"54 km SW of Adak, Alaska",earthquake,7.01,12.336,0.097,14,reviewed,us,us
2024-09-12T16:16:00.100Z,34.0468333,-118.8186667,15.05,2.5,ml,18,114,0.03515,0.14,ci,ci40731815,2024-09-12T21:04:31.234Z,"5 km N of Malibu, CA",earthquake,0.38,0.53,0.103,5,reviewed,ci,ci
2024-09-12T16:15:32.490Z,34.0561667,-118.8055,11.28,2.78,ml,86,93,0.0268,0.29,ci,ci40731807,2024-09-22T14:18:22.040Z,"6 km N of Malibu, CA",earthquake,0.23,0.36,0.15,163,reviewed,ci,ci
2024-09-12T16:05:30.411Z,49.8191,-123.6291,7.698,2.8,ml,12,205,1.052,0.37,us,us7000ndal,2024-09-22T14:16:30.496Z,"35 km NE of South Pender Harbour, Canada",earthquake,3.38,5.329,0.071,26,reviewed,us,us
2024-09-12T15:56:02.030Z,51.5366,-177.6642,35,2.7,ml,18,194,0.264,0.35,us,us7000ndeb,2024-09-27T15:39:45.040Z,"80 km WSW of Adak, Alaska",earthquake,5.49,1.997,0.115,10,reviewed,us,us
2024-09-12T15:40:49.880Z,34.0635,-118.7971667,10.93,3.44,ml,115,84,0.02561,0.31,ci,ci40731759,2024-09-22T14:12:37.040Z,"7 km N of Malibu, CA",earthquake,0.25,0.37,0.147,257,reviewed,ci,ci
2024-09-12T14:34:44.695Z,32.408,-102.054,9.2285,2.8,ml,16,84,0,0.1,tx,tx2024rzad,2024-09-22T14:09:00.040Z,"34 km WSW of Ackerly, Texas",earthquake,0.7035589133195108,1.6549369984898572,0.2,12,reviewed,tx,tx
2024-09-12T14:28:21.610Z,34.0565,-118.8126667,11.35,4.69,mw,145,101,0.03238,0.29,ci,ci40731623,2024-10-07T14:38:31.997Z,"6 km N of Malibu, CA",earthquake,0.23,0.34,,6,reviewed,ci,ci
2024-09-12T13:59:32.788Z,27.5357,141.8488,44.755,4.7,mb,50,102,0.53,0.97,us,us7000nda5,2024-09-27T15:44:51.040Z,"Bonin Islands, Japan region",earthquake,8.82,7.828,0.078,50,reviewed,us,us
2024-09-12T10:40:26.702Z,64.0447,-153.0173,5.9,2.8,ml,,,,0.62,ak,ak024brjrt66,2024-10-08T07:35:51.040Z,"38 km WNW of Lake Minchumina, Alaska",earthquake,,0.3,,,automatic,ak,ak
2024-09-12T09:22:23.940Z,18.7993333333333,-67.4293333333333,93.29,3.36,md,6,205,0.8451,0.32,pr,pr71459833,2024-09-12T09:40:46.440Z,"48 km NW of San Antonio, Puerto Rico",earthquake,3.6,4.81,0.0240065938852236,4,reviewed,pr,pr
2024-09-12T08:34:33.240Z,6.6837,-74.8171,76.378,4.4,mwr,51,61,0.86,0.79,us,us7000nd8m,2024-10-03T09:03:53.151Z,"2 km ENE of Yalí, Colombia",earthquake,7.98,9.233,0.089,12,reviewed,us,us
2024-09-12T07:39:53.799Z,17.9311,40.0637,10,4.9,mb,89,112,13.924,0.46,us,us7000nd8g,2024-10-03T09:00:19.040Z,"225 km WSW of Bariq, Saudi Arabia",earthquake,5.72,1.861,0.065,73,reviewed,us,us
2024-09-12T07:39:28.651Z,17.498,39.8379,10,4.4,mb,46,249,14.281,0.72,us,us7000nd8h,2024-10-03T08:56:39.286Z,"212 km N of Massawa, Eritrea",earthquake,17.01,2.006,0.086,39,reviewed,us,us
2024-09-12T06:50:37.000Z,19.389,-155.247666666667,1.71,2.77,ml,36,57,0.004887,0.09,hv,hv74453126,2024-10-03T08:51:35.040Z,"6 km SSW of Volcano, Hawaii",earthquake,0.14,0.13,0.52918447527158,29,reviewed,hv,hv
2024-09-12T06:46:13.194Z,17.8945,40.1074,10,4.9,mb,78,112,13.971,0.65,us,us7000nd8a,2024-10-03T08:50:41.040Z,"224 km WSW of Bariq, Saudi Arabia",earthquake,6.94,1.89,0.069,67,reviewed,us,us
2024-09-12T06:26:48.820Z,35.8171666666667,-120.369,7.96,2.88,md,59,59,0.01832,0.07,nc,nc75060796,2024-10-03T08:46:18.040Z,"11 km SSE of Parkfield, CA",earthquake,0.16,0.19,0.105,94,reviewed,nc,nc
2024-09-12T06:20:56.984Z,17.8189,40.1609,10,4.7,mb,54,186,14.057,0.75,us,us7000nd83,2024-10-03T08:44:52.040Z,"222 km W of Ad Darb, Saudi Arabia",earthquake,13.41,1.96,0.086,41,reviewed,us,us
2024-09-12T06:20:23.069Z,12.0204,143.8022,10,5.1,mb,73,86,3.734,0.68,us,us7000nd8k,2024-10-07T06:30:31.458Z,"166 km SW of Merizo Village, Guam",earthquake,11.18,1.882,0.074,60,reviewed,us,us
2024-09-12T05:40:20.359Z,-21.6015,-68.4689,124.605,4,mb,16,68,0.744,0.79,us,us7000nd80,2024-10-03T08:27:58.040Z,"47 km SSW of Ollagüe, Chile",earthquake,9.11,9.621,0.155,11,reviewed,us,us
2024-09-12T05:23:12.070Z,19.2785,-66.3503,103,3.74,md,12,216,1.1864,0.53,pr,pr2024256002,2024-09-12T06:30:39.214Z,"89 km N of Brenas, Puerto Rico",earthquake,7.35,12.28,0.1,11,reviewed,pr,pr
2024-09-12T05:10:08.910Z,19.3848333333333,-155.243333333333,1.88,2.59,ml,48,45,0.00756,0.1,hv,hv74452926,2024-10-03T08:24:46.040Z,"6 km S of Volcano, Hawaii",earthquake,0.17,0.15,0.3776552055983,37,reviewed,hv,hv
2024-09-12T04:09:00.646Z,41.9385,142.3428,66.986,4.4,mb,20,105,0.612,0.4,us,us7000nd7u,2024-10-05T01:58:13.040Z,"43 km WSW of Urakawa, Japan",earthquake,5.25,7.184,0.162,11,reviewed,us,us
2024-09-12T03:25:14.472Z,-8.7346,110.1729,81.185,4.3,mb,20,72,1.695,0.68,us,us7000nd7p,2024-10-05T01:47:13.040Z,"87 km S of Bambanglipuro, Indonesia",earthquake,7.98,8.971,0.142,14,reviewed,us,us
2024-09-12T02:55:35.727Z,51.3041,-178.656,40.094,3.9,mb,57,202,0.268,0.81,us,us7000nd7s,2024-10-05T01:56:08.040Z,"153 km WSW of Adak, Alaska",earthquake,4.31,9.807,0.097,28,reviewed,us,us
2024-09-12T02:45:33.910Z,18.8791666666667,-67.3765,9.46,3.23,md,12,215,0.7521,0.16,pr,pr71459808,2024-09-12T03:06:15.430Z,"51 km NW of San Antonio, Puerto Rico",earthquake,1.06,1.81,0.0392093173038268,7,reviewed,pr,pr
